GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
10904	1.88e-01	3.58e-02	0.178	-2.0989445	-0.3735509	1260.25	BLCAP	BLCAP apoptosis inducing factor
28874	1.88e-01	3.59e-02	0.9928	2.098445	2.0832933	661.01	IGKV3D-20	immunoglobulin kappa variable 3D-20
51022	1.88e-01	3.59e-02	0.2074	2.098058	0.4350761	108.36	GLRX2	glutaredoxin 2
84875	1.88e-01	3.59e-02	0.4916	-2.0977373	-1.0311865	2478.95	PARP10	poly(ADP-ribose) polymerase family member 10
80700	1.88e-01	3.60e-02	0.3687	-2.0970785	-0.7732157	960.12	UBXN6	UBX domain protein 6
152877	1.88e-01	3.60e-02	0.3568	-2.0964348	-0.7479358	146.7	FAM53A	family with sequence similarity 53 member A
9976	1.88e-01	3.60e-02	0.4434	-2.0964334	-0.929533	9753.41	CLEC2B	C-type lectin domain family 2 member B
340526	1.88e-01	3.60e-02	0.4271	-2.0966256	-0.895432	59.28	RTL5	retrotransposon Gag like 5
57486	1.88e-01	3.61e-02	0.329	-2.0959395	-0.6896453	242.05	NLN	neurolysin
114787	1.88e-01	3.61e-02	0.3592	2.0959461	0.7528344	55.19	GPRIN1	G protein regulated inducer of neurite outgrowth 1
2187	1.88e-01	3.61e-02	0.2891	2.0960319	0.6059264	45.99	FANCB	FA complementation group B
29107	1.89e-01	3.61e-02	0.3216	-2.0957217	-0.6740888	175.31	NXT1	nuclear transport factor 2 like export factor 1
115950	1.89e-01	3.61e-02	0.3951	-2.0955388	-0.8280374	29.94	ZNF653	zinc finger protein 653
11253	1.89e-01	3.62e-02	0.3583	-2.0952051	-0.7507763	1065.88	MAN1B1	mannosidase alpha class 1B member 1
7027	1.89e-01	3.62e-02	0.2917	2.0947199	0.6110557	1509.75	TFDP1	transcription factor Dp-1
6160	1.89e-01	3.62e-02	0.3246	-2.0943849	-0.6797778	13353.64	RPL31	ribosomal protein L31
51226	1.89e-01	3.62e-02	0.4669	-2.0944749	-0.9778913	30.65	COPZ2	COPI coat complex subunit zeta 2
102723766	1.89e-01	3.63e-02	0.3817	2.0941098	0.7992606	38.98	LINC02362	long intergenic non-protein coding RNA 2362
4579	1.89e-01	3.63e-02	0.4616	-2.0934115	-0.9662895	2875.45	TRNY	tRNA-Tyr
3433	1.89e-01	3.63e-02	0.7557	-2.0930253	-1.5816444	26385.72	IFIT2	interferon induced protein with tetratricopeptide repeats 2
56160	1.89e-01	3.63e-02	0.2298	-2.0931127	-0.4809715	331.96	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component
60343	1.89e-01	3.64e-02	0.3996	-2.0927748	-0.836283	311.08	FAM3A	FAM3 metabolism regulating signaling molecule A
51504	1.90e-01	3.64e-02	0.2415	-2.0920869	-0.5053139	1524.74	TRMT112	tRNA methyltransferase activator subunit 11-2
440519	1.90e-01	3.65e-02	0.5474	2.0918226	1.1450849	12.64	ZNF724	zinc finger protein 724
1850	1.90e-01	3.65e-02	0.5291	-2.0915025	-1.1065236	16.99	DUSP8	dual specificity phosphatase 8
57143	1.90e-01	3.65e-02	0.4521	-2.0911349	-0.9454114	102.06	ADCK1	aarF domain containing kinase 1
440253	1.90e-01	3.65e-02	0.4009	-2.091151	-0.8382859	221.13	WHAMMP2	WHAMM pseudogene 2
374354	1.90e-01	3.66e-02	0.2621	2.0900487	0.5478176	325.45	NHLRC2	NHL repeat containing 2
107984366	1.90e-01	3.66e-02	0.4783	-2.0899689	-0.9997117	125.72	LINC02723	long intergenic non-protein coding RNA 2723
4707	1.90e-01	3.66e-02	0.3473	-2.0899487	-0.7257673	1577.92	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
440311	1.90e-01	3.66e-02	0.51	-2.0902593	-1.0659958	31.89	LOC440311	NOP53 ribosome biogenesis factor pseudogene
123355	1.90e-01	3.66e-02	0.1908	2.0901871	0.3987347	326.65	LRRC28	leucine rich repeat containing 28
7252	1.90e-01	3.67e-02	0.5829	2.0893814	1.2179742	8.37	TSHB	thyroid stimulating hormone subunit beta
28957	1.90e-01	3.67e-02	0.2122	-2.0890399	-0.4433929	263.75	MRPS28	mitochondrial ribosomal protein S28
222484	1.90e-01	3.67e-02	0.1989	2.0889788	0.4155234	151.02	LNX2	ligand of numb-protein X 2
378884	1.91e-01	3.67e-02	0.4465	-2.0885854	-0.9326296	14.07	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1
56479	1.91e-01	3.68e-02	0.4859	2.0883745	1.014714	29.04	KCNQ5	potassium voltage-gated channel subfamily Q member 5
105379243	1.91e-01	3.68e-02	0.5628	-2.0880787	-1.1752132	13.36	LOC105379243	uncharacterized LOC105379243
2701	1.91e-01	3.68e-02	0.5962	2.0874491	1.2444511	14.21	GJA4	gap junction protein alpha 4
105370578	1.91e-01	3.68e-02	0.7333	2.0875318	1.5307798	9.2	LINC01629	long intergenic non-protein coding RNA 1629
3914	1.91e-01	3.69e-02	0.5523	-2.0868132	-1.1525492	19.48	LAMB3	laminin subunit beta 3
100529239	1.91e-01	3.69e-02	0.3891	-2.0868894	-0.8119462	5990.82	RPS10-NUDT3	RPS10-NUDT3 readthrough
116443	1.91e-01	3.69e-02	0.5126	-2.0864643	-1.0695689	70.37	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A
84324	1.91e-01	3.69e-02	0.2809	-2.0865214	-0.5860162	1707.35	SARNP	SAP domain containing ribonucleoprotein
284361	1.91e-01	3.69e-02	0.3125	-2.0866576	-0.6521064	845.57	EMC10	ER membrane protein complex subunit 10
51816	1.91e-01	3.69e-02	0.459	-2.0863486	-0.9576497	3880.27	ADA2	adenosine deaminase 2
54550	1.91e-01	3.70e-02	0.6189	-2.0861992	-1.2911182	326.19	NECAB2	N-terminal EF-hand calcium binding protein 2
8705	1.91e-01	3.70e-02	0.3667	-2.085801	-0.7648847	329.82	B3GALT4	beta-1,3-galactosyltransferase 4
57050	1.92e-01	3.71e-02	0.2108	-2.0847059	-0.4394469	641.22	UTP3	UTP3 small subunit processome component
105376569	1.92e-01	3.71e-02	0.5931	2.0845883	1.2363365	55.53	LINC02751	long intergenic non-protein coding RNA 2751
149076	1.92e-01	3.72e-02	0.2616	-2.0834432	-0.5450377	269.27	ZNF362	zinc finger protein 362
102723465	1.92e-01	3.72e-02	0.4955	2.0834874	1.0323599	11.28	ELF3-AS1	ELF3 antisense RNA 1
9943	1.92e-01	3.72e-02	0.282	2.0838234	0.5877197	2295.14	OXSR1	oxidative stress responsive kinase 1
144608	1.92e-01	3.72e-02	0.3388	2.083614	0.7059624	132.22	C12orf60	chromosome 12 open reading frame 60
23426	1.92e-01	3.72e-02	0.41	-2.0837969	-0.854295	26.64	GRIP1	glutamate receptor interacting protein 1
157	1.92e-01	3.72e-02	0.242	-2.0835934	-0.5043097	1262.45	GRK3	G protein-coupled receptor kinase 3
8745	1.92e-01	3.72e-02	0.7147	-2.0832693	-1.4888629	13.09	ADAM23	ADAM metallopeptidase domain 23
100134934	1.92e-01	3.73e-02	0.3892	-2.0829384	-0.8107626	133.02	TEN1	TEN1 subunit of CST complex
107986588	1.92e-01	3.73e-02	0.2755	-2.0824643	-0.5736655	85.85	EHMT2-AS1	EHMT2 and SLC44A4 antisense RNA 1
2050	1.92e-01	3.73e-02	0.5376	-2.0821631	-1.1193686	446.19	EPHB4	EPH receptor B4
442582	1.92e-01	3.74e-02	0.2882	2.0815799	0.599837	134.91	STAG3L2	stromal antigen 3-like 2 (pseudogene)
114971	1.93e-01	3.74e-02	0.2036	-2.0810085	-0.4237425	503.99	PTPMT1	protein tyrosine phosphatase mitochondrial 1
100652740	1.93e-01	3.75e-02	0.3749	-2.080592	-0.7800551	68.76	PYCARD-AS1	PYCARD antisense RNA 1
50485	1.93e-01	3.75e-02	0.2053	-2.0803046	-0.4269882	316.76	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
9491	1.93e-01	3.76e-02	0.1814	-2.0794261	-0.377139	1997.4	PSMF1	proteasome inhibitor subunit 1
54665	1.93e-01	3.76e-02	0.3879	2.0791701	0.8065322	1557.07	RSBN1	round spermatid basic protein 1
219854	1.93e-01	3.76e-02	0.2133	-2.0791472	-0.4434662	295.42	TMEM218	transmembrane protein 218
6612	1.93e-01	3.76e-02	0.2218	-2.0789419	-0.4610284	1138.55	SUMO3	small ubiquitin like modifier 3
100422872	1.93e-01	3.77e-02	0.4042	-2.0784066	-0.8400736	104.44	MIR1244-3	microRNA 1244-3
8495	1.94e-01	3.77e-02	0.4582	-2.0780729	-0.9520782	431.7	PPFIBP2	PPFIA binding protein 2
2644	1.94e-01	3.78e-02	0.4525	-2.0773317	-0.9399641	81.42	GCHFR	GTP cyclohydrolase I feedback regulator
642361	1.94e-01	3.78e-02	0.244	2.0767778	0.5068168	36.8	LOC642361	uncharacterized LOC642361
100500853	1.94e-01	3.79e-02	0.4691	2.0763123	0.9740012	497.64	MIR3605	microRNA 3605
85478	1.94e-01	3.79e-02	0.4665	-2.0764219	-0.9686488	109.75	CCDC65	coiled-coil domain containing 65
22827	1.94e-01	3.79e-02	0.2807	-2.0756588	-0.5825774	1205.69	PUF60	poly(U) binding splicing factor 60
7538	1.94e-01	3.79e-02	0.3643	-2.0757249	-0.7562472	16117.47	ZFP36	ZFP36 ring finger protein
84858	1.94e-01	3.80e-02	0.439	-2.0752317	-0.9110963	12.09	ZNF503	zinc finger protein 503
55287	1.95e-01	3.80e-02	0.5588	2.0747808	1.1594879	1127.02	TMEM40	transmembrane protein 40
96597	1.95e-01	3.80e-02	0.8551	2.0746106	1.77392	42.58	TBC1D27P	TBC1 domain family member 27, pseudogene
22841	1.95e-01	3.81e-02	0.2672	2.0739317	0.5540765	566.91	RAB11FIP2	RAB11 family interacting protein 2
2352	1.95e-01	3.81e-02	0.7338	-2.0738752	-1.5218066	4283.73	FOLR3	folate receptor gamma
80012	1.95e-01	3.81e-02	0.2639	2.0735017	0.5471229	1450.25	PHC3	polyhomeotic homolog 3
673	1.95e-01	3.81e-02	0.3383	2.0736149	0.7015676	1306.88	BRAF	B-Raf proto-oncogene, serine/threonine kinase
2584	1.95e-01	3.82e-02	0.4717	-2.0731296	-0.9779401	372.79	GALK1	galactokinase 1
503538	1.96e-01	3.83e-02	0.324	-2.0717631	-0.6713261	65.66	A1BG-AS1	A1BG antisense RNA 1
8933	1.96e-01	3.83e-02	0.3893	-2.0718798	-0.8065342	322.65	RTL8C	retrotransposon Gag like 8C
101927788	1.96e-01	3.83e-02	0.3758	2.0712258	0.778463	10.84	LOC101927788	uncharacterized LOC101927788
9404	1.96e-01	3.84e-02	0.2051	-2.0700464	-0.4244861	1629.45	LPXN	leupaxin
4558	1.96e-01	3.85e-02	0.4441	-2.0700212	-0.919226	1637.76	TRNF	tRNA-Phe
107985315	1.96e-01	3.85e-02	0.3572	2.0698784	0.7394134	30.72	LOC107985315	uncharacterized LOC107985315
9830	1.96e-01	3.85e-02	0.3193	-2.0694704	-0.6608129	1794.37	TRIM14	tripartite motif containing 14
28688	1.96e-01	3.85e-02	0.6405	-2.0692225	-1.3253501	12.85	TRAV5	T cell receptor alpha variable 5
253558	1.97e-01	3.86e-02	0.2749	2.0687646	0.5687959	202.49	LCLAT1	lysocardiolipin acyltransferase 1
55192	1.97e-01	3.86e-02	0.3332	-2.068877	-0.6893443	377.43	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17
126308	1.97e-01	3.86e-02	0.3223	-2.0686891	-0.666789	13199.91	MOB3A	MOB kinase activator 3A
8460	1.97e-01	3.86e-02	0.633	2.0684158	1.309246	2912.99	TPST1	tyrosylprotein sulfotransferase 1
124220	1.97e-01	3.86e-02	0.7348	-2.0683834	-1.5199201	40.53	ZG16B	zymogen granule protein 16B
23580	1.97e-01	3.87e-02	0.2223	-2.0676284	-0.4595747	314.65	CDC42EP4	CDC42 effector protein 4
4999	1.97e-01	3.87e-02	0.1861	2.0671017	0.3847222	523.17	ORC2	origin recognition complex subunit 2
113451	1.98e-01	3.88e-02	0.51	-2.0659469	-1.0536585	21.95	AZIN2	antizyme inhibitor 2
8309	1.98e-01	3.88e-02	0.4281	-2.0659415	-0.8844317	17.42	ACOX2	acyl-CoA oxidase 2
100506084	1.98e-01	3.89e-02	0.3598	2.0657308	0.7431932	118.8	ARL17B	ADP ribosylation factor like GTPase 17B
79918	1.98e-01	3.89e-02	0.2223	-2.0652778	-0.4591667	782.79	SETD6	SET domain containing 6, protein lysine methyltransferase
6122	1.98e-01	3.89e-02	0.4145	-2.0653803	-0.8560625	23663.82	RPL3	ribosomal protein L3
8800	1.98e-01	3.89e-02	0.2874	-2.0649732	-0.5935562	38.74	PEX11A	peroxisomal biogenesis factor 11 alpha
116362	1.98e-01	3.90e-02	0.3531	-2.0640702	-0.7288599	1717.33	RBP7	retinol binding protein 7
51329	1.98e-01	3.90e-02	0.4382	-2.0637036	-0.904278	2300.22	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4
51449	1.98e-01	3.91e-02	0.2864	2.063192	0.5908599	300.82	PCYOX1	prenylcysteine oxidase 1
112268460	1.99e-01	3.91e-02	0.4033	-2.0628688	-0.8318937	868.33	LOC112268460	uncharacterized LOC112268460
55272	1.99e-01	3.91e-02	0.335	-2.0627003	-0.6910414	412.74	IMP3	IMP U3 small nucleolar ribonucleoprotein 3
2354	1.99e-01	3.92e-02	0.806	-2.0624562	-1.6624339	716.62	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
55374	1.99e-01	3.93e-02	0.2436	-2.0614102	-0.5022614	916.11	TMCO6	transmembrane and coiled-coil domains 6
83854	1.99e-01	3.93e-02	0.386	-2.0614345	-0.7957545	364.36	ANGPTL6	angiopoietin like 6
7832	1.99e-01	3.93e-02	0.423	-2.0609358	-0.8718662	20581.98	BTG2	BTG anti-proliferation factor 2
55211	1.99e-01	3.93e-02	0.6185	2.0608482	1.2746942	8.44	DPPA4	developmental pluripotency associated 4
55290	1.99e-01	3.93e-02	0.1439	-2.0609748	-0.2965831	177.65	BRF2	BRF2 RNA polymerase III transcription initiation factor subunit
6120	1.99e-01	3.94e-02	0.2491	2.0604706	0.5133224	484.79	RPE	ribulose-5-phosphate-3-epimerase
285961	1.99e-01	3.94e-02	0.3812	2.0601606	0.7853299	12.2	SEPTIN7P9	septin 7 pseudogene 9
23344	2.00e-01	3.94e-02	0.3725	-2.0595063	-0.7671311	2057.12	ESYT1	extended synaptotagmin 1
10536	2.00e-01	3.95e-02	0.6785	-2.0585934	-1.3968258	14.48	P3H3	prolyl 3-hydroxylase 3
3784	2.00e-01	3.96e-02	0.309	-2.0580251	-0.6358539	637.29	KCNQ1	potassium voltage-gated channel subfamily Q member 1
644215	2.00e-01	3.96e-02	0.5101	2.057634	1.0496223	10.52	LOC644215	uncharacterized LOC644215
27020	2.00e-01	3.96e-02	0.2971	2.0575839	0.6112612	3448.08	NPTN	neuroplastin
606724	2.00e-01	3.96e-02	0.443	-2.0574796	-0.9113818	1080.74	LOC606724	coronin 1A pseudogene
57716	2.00e-01	3.96e-02	0.3686	-2.0574405	-0.7584266	44.52	PRX	periaxin
284443	2.00e-01	3.97e-02	0.4154	2.0572943	0.8545031	634.1	ZNF493	zinc finger protein 493
6146	2.00e-01	3.97e-02	0.3875	-2.0568776	-0.7970616	5937.66	RPL22	ribosomal protein L22
80308	2.00e-01	3.97e-02	0.2153	-2.05659	-0.4427715	596.88	FLAD1	flavin adenine dinucleotide synthetase 1
58491	2.00e-01	3.97e-02	0.2652	-2.056674	-0.5454908	69.49	ZNF71	zinc finger protein 71
8540	2.00e-01	3.98e-02	0.2819	2.0561902	0.5797172	899.72	AGPS	alkylglycerone phosphate synthase
92106	2.00e-01	3.98e-02	0.3584	-2.0562966	-0.7370762	604.76	OXNAD1	oxidoreductase NAD binding domain containing 1
3842	2.00e-01	3.98e-02	0.3574	2.056198	0.734794	2491.18	TNPO1	transportin 1
157285	2.00e-01	3.98e-02	0.3904	-2.0559029	-0.8025751	54.53	PRAG1	PEAK1 related, kinase-activating pseudokinase 1
139341	2.00e-01	3.98e-02	0.2095	-2.0559055	-0.4307994	179.04	FUNDC1	FUN14 domain containing 1
383	2.00e-01	3.98e-02	0.8003	2.0557298	1.64514	8946.1	ARG1	arginase 1
9296	2.00e-01	3.98e-02	0.289	-2.0556384	-0.5940985	1567.59	ATP6V1F	ATPase H+ transporting V1 subunit F
11073	2.01e-01	3.99e-02	0.2675	2.0551201	0.5496786	1575.61	TOPBP1	DNA topoisomerase II binding protein 1
79171	2.01e-01	3.99e-02	0.4188	-2.0550128	-0.8607316	658.33	RBM42	RNA binding motif protein 42
1084	2.01e-01	4.00e-02	0.4114	-2.0537995	-0.8450044	4229.96	CEACAM3	CEA cell adhesion molecule 3
105378756	2.01e-01	4.00e-02	0.5809	2.0534569	1.1928611	9.39	FGGY-DT	FGGY divergent transcript
51548	2.01e-01	4.00e-02	0.409	-2.0533128	-0.8397592	261.38	SIRT6	sirtuin 6
56911	2.01e-01	4.00e-02	0.3699	-2.0534057	-0.7595634	1829.63	MAP3K7CL	MAP3K7 C-terminal like
6647	2.01e-01	4.01e-02	0.3329	-2.0530976	-0.6835349	1279.03	SOD1	superoxide dismutase 1
11230	2.01e-01	4.01e-02	0.3686	-2.053089	-0.7568472	707.7	PRAF2	PRA1 domain family member 2
28881	2.01e-01	4.01e-02	1.1183	2.0526558	2.2955648	222.36	IGKV2D-30	immunoglobulin kappa variable 2D-30
8726	2.02e-01	4.01e-02	0.1197	-2.0522437	-0.2456149	467.54	EED	embryonic ectoderm development
643355	2.02e-01	4.02e-02	0.8101	-2.0517418	-1.6620242	8.43	LINC01750	long intergenic non-protein coding RNA 1750
84502	2.02e-01	4.02e-02	0.5934	-2.0518143	-1.2176232	32.54	JPH4	junctophilin 4
51024	2.02e-01	4.02e-02	0.3753	-2.0515523	-0.7700036	1470.05	FIS1	fission, mitochondrial 1
50809	2.02e-01	4.02e-02	0.3489	2.0513121	0.7157779	2276.16	HP1BP3	heterochromatin protein 1 binding protein 3
440957	2.02e-01	4.03e-02	0.3995	-2.0511414	-0.8193523	74.87	UQCC5	ubiquinol-cytochrome c reductase complex assembly factor 5
643314	2.02e-01	4.03e-02	0.6501	2.050978	1.3333486	24.32	KIAA0754	replaced by ID 23499
100507540	2.02e-01	4.03e-02	0.363	-2.0504584	-0.7442772	122.06	LINC01504	long intergenic non-protein coding RNA 1504
871	2.02e-01	4.03e-02	0.4079	-2.0505702	-0.8364267	57.37	SERPINH1	serpin family H member 1
439931	2.02e-01	4.03e-02	0.4967	-2.0507593	-1.0186729	15.29	THAP7-AS1	THAP7 antisense RNA 1
402055	2.02e-01	4.03e-02	0.2422	-2.0504994	-0.496703	530.49	SRRD	SRR1 domain containing
56169	2.02e-01	4.04e-02	0.7167	-2.0499722	-1.4692846	11.52	GSDMC	gasdermin C
9213	2.02e-01	4.04e-02	0.2346	2.0495974	0.4808461	587.25	XPR1	xenotropic and polytropic retrovirus receptor 1
55166	2.02e-01	4.04e-02	0.2519	2.049372	0.5163331	111.6	CENPQ	centromere protein Q
51691	2.02e-01	4.04e-02	0.2213	-2.0494863	-0.4535252	1075.34	LSM8	LSM8 homolog, U6 small nuclear RNA associated
8498	2.02e-01	4.04e-02	0.2027	-2.0494192	-0.4154483	855.3	RANBP3	RAN binding protein 3
105377746	2.02e-01	4.05e-02	0.6808	-2.0486815	-1.3946476	9.3	LOC105377746	
6734	2.03e-01	4.06e-02	0.1726	2.0475616	0.3533443	2658.55	SRPRA	SRP receptor subunit alpha
23141	2.03e-01	4.06e-02	0.0994	2.0475474	0.2036092	1308.13	ANKLE2	ankyrin repeat and LEM domain containing 2
4306	2.03e-01	4.06e-02	0.5082	-2.0472491	-1.0404327	45.49	NR3C2	nuclear receptor subfamily 3 group C member 2
54621	2.03e-01	4.07e-02	0.4837	2.0468974	0.9901847	158.06	VSIG10	V-set and immunoglobulin domain containing 10
645683	2.03e-01	4.07e-02	0.4619	-2.0461696	-0.9452054	9.69	RPL13AP3	ribosomal protein L13a pseudogene 3
3501	2.03e-01	4.08e-02	1.1803	2.0460341	2.4148385	4876.45	IGHG2	immunoglobulin heavy constant gamma 2 (G2m marker)
214	2.03e-01	4.08e-02	0.2946	2.0456331	0.6026215	762.61	ALCAM	activated leukocyte cell adhesion molecule
149420	2.03e-01	4.08e-02	0.2791	2.0452742	0.570901	187.96	PDIK1L	PDLIM1 interacting kinase 1 like
128240	2.03e-01	4.08e-02	0.3812	-2.0450807	-0.7794847	564.97	NAXE	NAD(P)HX epimerase
6171	2.03e-01	4.08e-02	0.2558	-2.0451004	-0.5231323	5783.7	RPL41	ribosomal protein L41
28662	2.03e-01	4.08e-02	0.5394	-2.0454257	-1.1032835	27.07	TRAV21	T cell receptor alpha variable 21
163255	2.04e-01	4.09e-02	0.4445	-2.044806	-0.9089272	52.81	ZNF540	zinc finger protein 540
79033	2.04e-01	4.09e-02	0.3438	-2.0443534	-0.702748	273.18	ERI3	ERI1 exoribonuclease family member 3
91574	2.04e-01	4.09e-02	0.2058	-2.0443114	-0.4207767	190.7	MTRFR	mitochondrial translation release factor in rescue
84286	2.04e-01	4.09e-02	0.2986	-2.0440872	-0.6103855	424.17	TMEM175	transmembrane protein 175
6563	2.04e-01	4.10e-02	0.4381	2.0437629	0.8953084	89.46	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)
9649	2.04e-01	4.10e-02	0.2545	2.0436005	0.5200974	206.87	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1
79683	2.04e-01	4.10e-02	0.3889	-2.0433736	-0.7947474	42.96	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14
57595	2.04e-01	4.11e-02	0.5757	-2.0429842	-1.1762088	322.41	PDZD4	PDZ domain containing 4
5696	2.04e-01	4.11e-02	0.2915	-2.0425066	-0.5953041	10030.68	PSMB8	proteasome 20S subunit beta 8
105375878	2.04e-01	4.11e-02	1.3846	2.0427609	2.8283411	21.39	LOC105375878	uncharacterized LOC105375878
101241892	2.04e-01	4.11e-02	0.6091	2.0425981	1.2440715	58.26	NPTN-IT1	NPTN intronic transcript 1
100272228	2.04e-01	4.11e-02	0.2012	2.0427119	0.4110938	88.92	EOLA2-DT	EOLA2 divergent transcript
102724428	2.04e-01	4.11e-02	0.5785	2.0423593	1.181579	64.45	LOC102724428	salt inducible kinase 1B (putative)
8911	2.04e-01	4.11e-02	0.607	-2.0422298	-1.2396761	104.35	CACNA1I	calcium voltage-gated channel subunit alpha1 I
4052	2.04e-01	4.12e-02	0.368	2.041786	0.7514158	389.16	LTBP1	latent transforming growth factor beta binding protein 1
23155	2.04e-01	4.12e-02	0.2452	2.0415161	0.5004996	229.55	CLCC1	chloride channel CLIC like 1
8329	2.04e-01	4.12e-02	0.644	2.0412016	1.3145311	22.27	H2AC13	H2A clustered histone 13
338811	2.04e-01	4.12e-02	0.3737	2.0412296	0.7627984	270.81	TAFA2	TAFA chemokine like family member 2
6782	2.04e-01	4.12e-02	0.3962	2.0412881	0.8088135	571.18	HSPA13	heat shock protein family A (Hsp70) member 13
4249	2.05e-01	4.13e-02	0.1933	2.0405955	0.3944126	1235.41	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
115286	2.05e-01	4.13e-02	0.3356	-2.0404007	-0.684696	252.73	SLC25A26	solute carrier family 25 member 26
346653	2.05e-01	4.13e-02	0.3164	2.0401813	0.6455763	94.32	GARIN1A	golgi associated RAB2 interactor 1A
79036	2.05e-01	4.13e-02	0.1966	-2.0401744	-0.4011502	1705.48	KXD1	KxDL motif containing 1
632	2.05e-01	4.14e-02	0.5218	-2.0396423	-1.0643629	25.65	BGLAP	bone gamma-carboxyglutamate protein
107987251	2.05e-01	4.14e-02	0.4985	-2.0392307	-1.0165273	39	LOC107987251	
9784	2.05e-01	4.15e-02	0.2318	-2.0389802	-0.4726779	3102.74	SNX17	sorting nexin 17
23152	2.05e-01	4.15e-02	0.2659	-2.0390003	-0.5421593	1131.71	CIC	capicua transcriptional repressor
23500	2.05e-01	4.15e-02	1.0132	2.0388366	2.0658279	2309.5	DAAM2	dishevelled associated activator of morphogenesis 2
56931	2.05e-01	4.15e-02	0.3821	-2.0386162	-0.7790436	110.46	DUS3L	dihydrouridine synthase 3 like
23597	2.05e-01	4.16e-02	0.2456	-2.037662	-0.5005119	1726.64	ACOT9	acyl-CoA thioesterase 9
81559	2.05e-01	4.16e-02	0.2655	-2.0374819	-0.5408557	666.48	TRIM11	tripartite motif containing 11
57730	2.05e-01	4.16e-02	0.3577	2.0373836	0.7288276	107.08	ANKRD36B	ankyrin repeat domain 36B
100422885	2.05e-01	4.16e-02	0.3997	-2.0370383	-0.814237	848.06	MIR1244-2	microRNA 1244-2
245812	2.05e-01	4.16e-02	0.2595	-2.0371292	-0.5286659	269.79	CNPY4	canopy FGF signaling regulator 4
100130557	2.05e-01	4.17e-02	0.2288	2.0367337	0.4659395	72.9	NFYC-AS1	NFYC antisense RNA 1
6167	2.05e-01	4.17e-02	0.3171	-2.0368789	-0.6459726	16782.75	RPL37	ribosomal protein L37
9094	2.05e-01	4.17e-02	0.2843	-2.0365903	-0.5790814	3093.45	UNC119	unc-119 lipid binding chaperone
150291	2.05e-01	4.17e-02	0.3844	-2.0365336	-0.7828302	39.95	MORC2-AS1	MORC2 antisense RNA 1
1030	2.05e-01	4.17e-02	0.406	2.0363731	0.8267669	130.15	CDKN2B	cyclin dependent kinase inhibitor 2B
2219	2.06e-01	4.18e-02	0.2923	-2.0359152	-0.5950435	33650.25	FCN1	ficolin 1
285958	2.06e-01	4.18e-02	0.3483	-2.0354277	-0.7089162	335.47	SNHG15	small nucleolar RNA host gene 15
5442	2.06e-01	4.18e-02	0.4783	-2.0354066	-0.9734536	325.92	POLRMT	RNA polymerase mitochondrial
4070	2.06e-01	4.19e-02	1.0304	2.0349319	2.0968398	158.19	TACSTD2	tumor associated calcium signal transducer 2
92241	2.06e-01	4.19e-02	0.1991	2.034909	0.4051044	6766.25	RCSD1	RCSD domain containing 1
2888	2.06e-01	4.19e-02	0.4227	2.0343961	0.8598814	31.76	GRB14	growth factor receptor bound protein 14
144717	2.06e-01	4.19e-02	0.4179	-2.0340764	-0.8501353	159.47	PHETA1	PH domain containing endocytic trafficking adaptor 1
6470	2.06e-01	4.20e-02	0.333	2.0339436	0.6772906	272.54	SHMT1	serine hydroxymethyltransferase 1
100616483	2.06e-01	4.20e-02	0.5443	-2.0333681	-1.1067712	9.74	MIR4751	microRNA 4751
100132111	2.06e-01	4.20e-02	0.4873	-2.0330889	-0.9906243	47.14	C2CD4D-AS1	C2CD4D and THEM5 antisense RNA 1
5471	2.06e-01	4.21e-02	0.3601	2.0329445	0.7321131	95.7	PPAT	phosphoribosyl pyrophosphate amidotransferase
84124	2.06e-01	4.21e-02	0.2393	-2.0329737	-0.4864826	1106.97	ZNF394	zinc finger protein 394
404093	2.06e-01	4.21e-02	0.4642	-2.032831	-0.9436925	537.12	CUEDC1	CUE domain containing 1
2178	2.07e-01	4.21e-02	0.2809	2.0325058	0.5710024	136.22	FANCE	FA complementation group E
