GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
101930114	6.80e-01	4.30e-01	0.6318	-0.7887656	-0.4983767	48.9	HSD11B1-AS1	HSD11B1 antisense RNA 1
100506286	6.80e-01	4.30e-01	0.4214	-0.7888076	-0.3323684	12.04	TBC1D8-AS1	TBC1D8 antisense RNA 1
7048	6.80e-01	4.30e-01	0.2725	0.7888807	0.2149473	8362.17	TGFBR2	transforming growth factor beta receptor 2
22835	6.80e-01	4.30e-01	0.4238	-0.7889657	-0.3343567	41.93	ZFP30	ZFP30 zinc finger protein
54996	6.80e-01	4.30e-01	0.5469	0.7885165	0.4312163	25.82	MTARC2	mitochondrial amidoxime reducing component 2
10061	6.81e-01	4.31e-01	0.2324	-0.7882482	-0.1832057	405.46	ABCF2	ATP binding cassette subfamily F member 2
8504	6.81e-01	4.31e-01	0.2234	-0.7881321	-0.1760727	124.5	PEX3	peroxisomal biogenesis factor 3
100126793	6.81e-01	4.31e-01	0.346	-0.7879641	-0.2725996	174.06	GHRLOS	ghrelin opposite strand/antisense RNA
6522	6.81e-01	4.31e-01	0.272	-0.7878759	-0.2143321	555.49	SLC4A2	solute carrier family 4 member 2
59339	6.81e-01	4.31e-01	0.2365	0.7878371	0.1863613	3115.44	PLEKHA2	pleckstrin homology domain containing A2
107987303	6.81e-01	4.31e-01	0.6826	0.787738	0.5376714	57.37	LOC107987303	uncharacterized LOC107987303
2822	6.81e-01	4.31e-01	0.2517	-0.7875034	-0.1982	83.13	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
387712	6.81e-01	4.31e-01	0.3421	-0.7874348	-0.2693742	145.19	ENO4	enolase 4
9403	6.81e-01	4.31e-01	0.2451	-0.7872342	-0.192983	4666.58	SELENOF	selenoprotein F
2194	6.81e-01	4.31e-01	0.4729	0.7872864	0.3722858	88.9	FASN	fatty acid synthase
137695	6.81e-01	4.31e-01	0.1865	0.7868699	0.1467903	214.05	TMEM68	transmembrane protein 68
203274	6.81e-01	4.31e-01	0.4105	-0.7868891	-0.3230184	567.32	LINC00537	long intergenic non-protein coding RNA 537
105369315	6.81e-01	4.31e-01	0.7049	-0.7868241	-0.5546364	17.16	LOC105369315	uncharacterized LOC105369315
51520	6.81e-01	4.31e-01	0.2605	0.7867277	0.2049782	931.41	LARS1	leucyl-tRNA synthetase 1
3681	6.81e-01	4.31e-01	0.3843	0.7866343	0.3023141	195.48	ITGAD	integrin subunit alpha D
105371291	6.81e-01	4.32e-01	0.6481	-0.7863977	-0.5097034	11.56	LOC105371291	uncharacterized LOC105371291
340390	6.81e-01	4.32e-01	0.3747	-0.7862217	-0.2946293	23.16	WDR97	WD repeat domain 97
105369477	6.81e-01	4.32e-01	0.3489	-0.7861609	-0.2743195	33.66	LOC105369477	uncharacterized LOC105369477
107984043	6.81e-01	4.32e-01	0.4896	0.7859882	0.3848221	13.53	LOC107984043	formin-2-like
253782	6.81e-01	4.32e-01	0.3274	0.7858988	0.2572832	468.55	CERS6	ceramide synthase 6
388512	6.81e-01	4.32e-01	0.3205	-0.7859502	-0.2518977	293.41	CLEC17A	C-type lectin domain containing 17A
100421577	6.82e-01	4.32e-01	0.4117	0.7857249	0.3234919	27.3	FAM21EP	family with sequence similarity 21, member A pseudogene
283219	6.82e-01	4.32e-01	0.2936	0.7856492	0.2306514	771.54	KCTD21	potassium channel tetramerization domain containing 21
389634	6.82e-01	4.32e-01	0.5473	0.7856106	0.4299921	110.78	LINC00937	long intergenic non-protein coding RNA 937
9455	6.82e-01	4.32e-01	0.3005	0.7855519	0.2360623	104.8	HOMER2	homer scaffold protein 2
84705	6.82e-01	4.32e-01	0.4743	-0.7857768	-0.3726881	76.12	GTPBP3	GTP binding protein 3, mitochondrial
729873	6.82e-01	4.32e-01	0.4953	0.7854262	0.389017	83.29	TBC1D3	TBC1 domain family member 3
81579	6.82e-01	4.32e-01	0.2653	0.7851611	0.2082704	438.49	PLA2G12A	phospholipase A2 group XIIA
10234	6.82e-01	4.32e-01	0.5298	0.7851372	0.4159586	19.39	LRRC17	leucine rich repeat containing 17
146059	6.82e-01	4.32e-01	0.2398	0.7851172	0.1882798	206.9	CDAN1	codanin 1
643802	6.82e-01	4.32e-01	0.3351	-0.7849694	-0.2630392	2649.01	MPHOSPH10P1	MPHOSPH10 pseudogene 1
5997	6.82e-01	4.33e-01	0.3933	-0.7848458	-0.308657	115880.62	RGS2	regulator of G protein signaling 2
10099	6.82e-01	4.33e-01	0.2182	0.7845966	0.1712014	628.64	TSPAN3	tetraspanin 3
286749	6.82e-01	4.33e-01	0.4213	0.7844775	0.330519	14.3	STON1-GTF2A1L	STON1-GTF2A1L readthrough
2965	6.82e-01	4.33e-01	0.164	-0.7844533	-0.1286763	664.71	GTF2H1	general transcription factor IIH subunit 1
115825	6.82e-01	4.33e-01	0.2374	0.7842736	0.1861551	1736.88	WDFY2	WD repeat and FYVE domain containing 2
107985873	6.82e-01	4.33e-01	0.346	0.7839558	0.2712438	61.54	LOC107985873	
3373	6.82e-01	4.33e-01	0.4163	0.7838303	0.3262755	19.2	HYAL1	hyaluronidase 1
64577	6.82e-01	4.33e-01	0.3553	0.7838296	0.278508	11.79	ALDH8A1	aldehyde dehydrogenase 8 family member A1
100190939	6.82e-01	4.33e-01	0.2889	-0.7839649	-0.2265092	171.01	TPT1-AS1	TPT1 antisense RNA 1
4236	6.82e-01	4.33e-01	0.2487	-0.7839626	-0.1949396	787.51	MFAP1	microfibril associated protein 1
122786	6.83e-01	4.34e-01	0.5974	0.7830233	0.467802	7.11	FRMD6	FERM domain containing 6
64115	6.83e-01	4.34e-01	0.3812	-0.7829506	-0.2984235	39495.26	VSIR	V-set immunoregulatory receptor
2785	6.83e-01	4.34e-01	0.3062	0.7828027	0.239663	17.7	GNG3	G protein subunit gamma 3
7812	6.83e-01	4.34e-01	0.175	0.7818349	0.1368145	10426.51	CSDE1	cold shock domain containing E1
84320	6.83e-01	4.34e-01	0.4902	0.781841	0.3832953	468.34	ACBD6	acyl-CoA binding domain containing 6
101927400	6.83e-01	4.34e-01	0.4219	-0.7818687	-0.3298952	14.19	LINC02966	long intergenic non-protein coding RNA 2966
8520	6.83e-01	4.34e-01	0.264	0.7824476	0.206536	1489.23	HAT1	histone acetyltransferase 1
63891	6.83e-01	4.34e-01	0.2035	0.7821963	0.159149	657.09	RNF123	ring finger protein 123
101929623	6.83e-01	4.34e-01	0.4124	-0.7824042	-0.3226821	187.47	LINC01215	long intergenic non-protein coding RNA 1215
641648	6.83e-01	4.34e-01	0.4455	-0.7819978	-0.3483737	24.13	SNORD87	small nucleolar RNA, C/D box 87
138311	6.83e-01	4.34e-01	0.3473	0.7819837	0.271569	125.27	DIPK1B	divergent protein kinase domain 1B
1646	6.83e-01	4.34e-01	0.8029	0.7823291	0.6281606	20.05	AKR1C2	aldo-keto reductase family 1 member C2
54788	6.83e-01	4.34e-01	0.1888	-0.7824135	-0.147681	1267.64	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
9632	6.83e-01	4.34e-01	0.1328	-0.7819082	-0.1038599	3677.13	SEC24C	SEC24 homolog C, COPII coat complex component
101927300	6.83e-01	4.34e-01	0.4311	0.7822833	0.3372226	17.5	GOT1-DT	GOT1 divergent transcript
1983	6.83e-01	4.34e-01	0.2241	0.7819062	0.1752406	4991.53	EIF5	eukaryotic translation initiation factor 5
105371894	6.83e-01	4.34e-01	0.3543	-0.7819642	-0.2770798	47.7	LOC105371894	uncharacterized LOC105371894
55266	6.83e-01	4.34e-01	0.3005	0.7816917	0.2349356	394.84	TMEM19	transmembrane protein 19
53405	6.83e-01	4.34e-01	0.4812	-0.7816167	-0.3761163	28.94	CLIC5	chloride intracellular channel 5
5664	6.83e-01	4.34e-01	0.3249	-0.7815478	-0.2539399	115.57	PSEN2	presenilin 2
107985270	6.83e-01	4.35e-01	0.6706	-0.7814795	-0.5240908	60.23	LOC107985270	
55259	6.83e-01	4.35e-01	0.3998	-0.7812851	-0.3123226	49.21	DNAI7	dynein axonemal intermediate chain 7
29797	6.83e-01	4.35e-01	0.4022	0.7810446	0.3141433	8.3	POM121L8P	POM121 transmembrane nucleoporin like 8, pseudogene
7562	6.84e-01	4.35e-01	0.4016	-0.7807429	-0.3135716	348.08	ZNF708	zinc finger protein 708
2005	6.84e-01	4.35e-01	0.3134	-0.7804985	-0.244628	692.58	ELK4	ETS transcription factor ELK4
64598	6.84e-01	4.35e-01	0.4819	-0.7804424	-0.37608	194.52	MOSPD3	motile sperm domain containing 3
155370	6.84e-01	4.35e-01	0.2581	-0.7803668	-0.2014321	221.44	SBDSP1	SBDS pseudogene 1
10533	6.84e-01	4.35e-01	0.2195	-0.7801748	-0.1712669	1681.49	ATG7	autophagy related 7
23677	6.84e-01	4.35e-01	0.5151	-0.7800552	-0.4017886	24.84	SH3BP4	SH3 domain binding protein 4
25904	6.84e-01	4.35e-01	0.1518	-0.7798742	-0.1184149	657.2	CNOT10	CCR4-NOT transcription complex subunit 10
129080	6.84e-01	4.36e-01	0.5685	-0.7796383	-0.4432399	12.18	EMID1	EMI domain containing 1
8576	6.84e-01	4.36e-01	0.3019	0.7789383	0.2351865	1677.26	STK16	serine/threonine kinase 16
51304	6.84e-01	4.36e-01	0.2324	0.7791431	0.1810978	2536.58	ZDHHC3	zinc finger DHHC-type palmitoyltransferase 3
5108	6.84e-01	4.36e-01	0.2286	0.7789275	0.1780765	2014.68	PCM1	pericentriolar material 1
26233	6.84e-01	4.36e-01	0.3779	-0.7791237	-0.2944335	206.67	FBXL6	F-box and leucine rich repeat protein 6
1270	6.84e-01	4.36e-01	0.5464	0.779016	0.4256169	11.51	CNTF	ciliary neurotrophic factor
10776	6.84e-01	4.36e-01	0.2179	0.7789602	0.1697138	2956.72	ARPP19	cAMP regulated phosphoprotein 19
57674	6.84e-01	4.36e-01	0.5427	-0.7793701	-0.4230018	16465.65	RNF213	ring finger protein 213
10326	6.84e-01	4.36e-01	0.3341	0.7791441	0.260281	8430.03	SIRPB1	signal regulatory protein beta 1
54861	6.84e-01	4.36e-01	0.288	0.7787768	0.2243001	3886.88	SNRK	SNF related kinase
102725201	6.84e-01	4.36e-01	0.21	0.7787792	0.1635051	83.86	CEP250-AS1	CEP250 antisense RNA 1
55619	6.84e-01	4.36e-01	0.4553	-0.7785371	-0.3544592	1066.44	DOCK10	dedicator of cytokinesis 10
55871	6.84e-01	4.36e-01	0.1774	-0.7784917	-0.1380919	698.41	ZNG1A	Zn regulated GTPase metalloprotein activator 1A
10930	6.85e-01	4.37e-01	0.5627	-0.7779523	-0.437762	9.7	APOBEC2	apolipoprotein B mRNA editing enzyme catalytic subunit 2
105376486	6.85e-01	4.36e-01	0.4585	-0.7781388	-0.3567833	46.7	LOC105376486	
641467	6.85e-01	4.37e-01	0.4934	-0.7779609	-0.3838383	9.98	TSC22D1-AS1	TSC22D1 antisense RNA 1
7760	6.85e-01	4.36e-01	0.3229	-0.7782334	-0.2512657	220.4	ZNF213	zinc finger protein 213
100130581	6.85e-01	4.37e-01	0.3792	-0.7779802	-0.295012	110.1	LINC00910	long intergenic non-protein coding RNA 910
113179	6.85e-01	4.37e-01	0.4492	-0.7780738	-0.3495341	8.77	ADAT3	adenosine deaminase tRNA specific 3
10307	6.85e-01	4.37e-01	0.2631	-0.7777308	-0.2046044	865.88	APBB3	amyloid beta precursor protein binding family B member 3
26155	6.85e-01	4.37e-01	0.3426	-0.7772809	-0.2662901	501.19	NOC2L	NOC2 like nucleolar associated transcriptional repressor
29083	6.85e-01	4.37e-01	0.2262	-0.7766802	-0.1757129	128.37	GTPBP8	GTP binding protein 8 (putative)
6991	6.85e-01	4.37e-01	0.3335	-0.7766869	-0.259045	25.03	DYNLT2	dynein light chain Tctex-type 2
136853	6.85e-01	4.37e-01	0.4908	0.776707	0.3811824	14.52	SSC4D	scavenger receptor cysteine rich family member with 4 domains
54467	6.85e-01	4.37e-01	0.3785	0.7768716	0.2940596	704.02	ANKIB1	ankyrin repeat and IBR domain containing 1
644656	6.85e-01	4.37e-01	0.3813	0.7768142	0.2962079	32.2	LOC644656	uncharacterized LOC644656
64131	6.85e-01	4.37e-01	0.4034	0.7767772	0.3133889	634.84	XYLT1	xylosyltransferase 1
105372288	6.85e-01	4.37e-01	0.5233	-0.77674	-0.4065044	19.77	LINC01841	long intergenic non-protein coding RNA 1841
4320	6.85e-01	4.37e-01	0.7267	-0.777001	-0.5646763	11.8	MMP11	matrix metallopeptidase 11
109864274	6.85e-01	4.37e-01	0.5773	-0.7770844	-0.4485873	73.19	RNA5-8SN4	RNA, 5.8S ribosomal N4
92291	6.85e-01	4.38e-01	0.6692	0.776392	0.519525	40.19	CAPN13	calpain 13
27094	6.85e-01	4.38e-01	0.2396	0.7763884	0.1859962	81.67	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3
107986304	6.85e-01	4.37e-01	0.4701	-0.7764892	-0.3650271	55.49	LOC107986304	
105369758	6.85e-01	4.38e-01	0.2291	-0.776414	-0.1778726	142.77	DDN-AS1	DDN and PRKAG1 antisense RNA 1
55664	6.85e-01	4.38e-01	0.1795	-0.7761359	-0.1393316	283.4	CDC37L1	cell division cycle 37 like 1, HSP90 cochaperone
5929	6.85e-01	4.38e-01	0.2654	0.7757702	0.2059076	852.96	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit
55812	6.85e-01	4.38e-01	0.4086	-0.7758128	-0.3170319	34.32	SPATA7	spermatogenesis associated 7
50628	6.85e-01	4.38e-01	0.3225	0.7758002	0.2501639	202.32	GEMIN4	gem nuclear organelle associated protein 4
85371	6.85e-01	4.38e-01	0.3427	0.7759165	0.2659225	25.52	KIAA1656	KIAA1656 protein
538	6.85e-01	4.38e-01	0.3023	0.7760181	0.2345591	609.18	ATP7A	ATPase copper transporting alpha
23299	6.86e-01	4.38e-01	0.2223	0.7752081	0.1723481	2700.5	BICD2	BICD cargo adaptor 2
9854	6.86e-01	4.38e-01	0.3271	-0.7751048	-0.2535122	741.79	C2CD2L	C2CD2 like
129831	6.86e-01	4.38e-01	0.1935	-0.7749549	-0.149928	162.36	RBM45	RNA binding motif protein 45
2774	6.86e-01	4.38e-01	0.305	-0.7750057	-0.2363841	752.19	GNAL	G protein subunit alpha L
8031	6.86e-01	4.39e-01	0.3551	-0.7745898	-0.2750749	19640.06	NCOA4	nuclear receptor coactivator 4
488	6.86e-01	4.39e-01	0.3434	0.7745783	0.2659751	1119.16	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
107986991	6.86e-01	4.39e-01	0.4369	0.7741528	0.3382439	75.7	LOC107986991	
171423	6.86e-01	4.39e-01	0.2091	-0.7739944	-0.1618627	524.34	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1
105374664	6.86e-01	4.39e-01	0.8373	0.7740427	0.6480889	6.18	LOC105374664	uncharacterized LOC105374664
493911	6.87e-01	4.39e-01	0.4498	0.7734594	0.347903	13.34	PHOSPHO2	phosphatase, orphan 2
101929977	6.87e-01	4.39e-01	0.4499	-0.7735001	-0.3479852	14.01	MARCHF6-DT	MARCHF6 divergent transcript
154091	6.87e-01	4.39e-01	0.2882	-0.7733519	-0.2228692	39.59	SLC2A12	solute carrier family 2 member 12
22845	6.87e-01	4.39e-01	0.2337	-0.7733408	-0.1807122	113.83	DOLK	dolichol kinase
10629	6.87e-01	4.39e-01	0.2933	-0.773576	-0.2268578	134.59	TAF6L	TATA-box binding protein associated factor 6 like
101927424	6.87e-01	4.40e-01	1.0038	-0.7725768	-0.7755402	11.26	LINC01961	long intergenic non-protein coding RNA 1961
201973	6.87e-01	4.40e-01	0.229	0.7725917	0.1769225	192.61	PRIMPOL	primase and DNA directed polymerase
6733	6.87e-01	4.40e-01	0.277	0.7727457	0.2140616	2716.02	SRPK2	SRSF protein kinase 2
100128361	6.87e-01	4.40e-01	0.3776	0.7728751	0.2918317	12.11	LOC100128361	uncharacterized LOC100128361
1326	6.87e-01	4.40e-01	0.2715	0.7728347	0.2098159	1803.23	MAP3K8	mitogen-activated protein kinase kinase kinase 8
646658	6.87e-01	4.40e-01	0.5986	0.7726355	0.4624718	19.48	SYNDIG1L	synapse differentiation inducing 1 like
1106	6.87e-01	4.40e-01	0.3512	0.7730094	0.2714597	5211.3	CHD2	chromodomain helicase DNA binding protein 2
6774	6.87e-01	4.40e-01	0.3136	0.7729981	0.2423854	10746.67	STAT3	signal transducer and activator of transcription 3
54868	6.87e-01	4.40e-01	0.2668	-0.7725188	-0.2061252	338.92	TMEM104	transmembrane protein 104
23558	6.87e-01	4.40e-01	0.2794	-0.7729027	-0.2159296	5443.77	WBP2	WW domain binding protein 2
105372553	6.87e-01	4.40e-01	0.4722	0.7725415	0.3647728	12.92	LOC105372553	
11165	6.87e-01	4.40e-01	0.2529	-0.7724315	-0.1953378	2189.81	NUDT3	nudix hydrolase 3
131096	6.87e-01	4.40e-01	0.7673	0.7722443	0.5925296	16.81	KCNH8	potassium voltage-gated channel subfamily H member 8
105371481	6.87e-01	4.40e-01	0.3598	0.7721173	0.2777831	50.63	LOC105371481	uncharacterized LOC105371481
22806	6.87e-01	4.40e-01	0.4634	-0.7721396	-0.3577922	1145.37	IKZF3	IKAROS family zinc finger 3
79133	6.87e-01	4.40e-01	0.2148	-0.7721242	-0.165833	160.04	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5
100507057	6.87e-01	4.40e-01	0.7014	0.7715225	0.5411746	7.92	MELTF-AS1	MELTF antisense RNA 1
60558	6.87e-01	4.40e-01	0.2218	-0.7715325	-0.1710929	264.12	GUF1	GTP binding elongation factor GUF1
5788	6.87e-01	4.41e-01	0.4437	0.7713182	0.3422303	63189.02	PTPRC	protein tyrosine phosphatase receptor type C
112268030	6.88e-01	4.41e-01	0.4483	-0.7711182	-0.3457265	7.99	LOC112268030	uncharacterized LOC112268030
790	6.88e-01	4.41e-01	0.2694	0.7704011	0.2075235	362.91	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
105376748	6.88e-01	4.41e-01	0.5728	0.7702512	0.4411794	6.63	NEMP2-DT	NEMP2 divergent transcript
84343	6.88e-01	4.41e-01	0.2686	0.7707363	0.2069905	803.11	HPS3	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
729830	6.88e-01	4.41e-01	0.6173	0.7704606	0.475584	29.62	FHIP1A	FHF complex subunit HOOK interacting protein 1A
2180	6.88e-01	4.41e-01	0.5182	0.7706359	0.3993675	67793.65	ACSL1	acyl-CoA synthetase long chain family member 1
101929188	6.88e-01	4.41e-01	0.5487	-0.7708654	-0.4229956	7.8	ITPR3-AS1	ITPR3 antisense RNA 1
54887	6.88e-01	4.41e-01	0.3097	0.7706146	0.2386766	287.78	BLTP3A	bridge-like lipid transfer protein family member 3A
25962	6.88e-01	4.41e-01	0.2108	0.7705477	0.1624363	1267.05	VIRMA	vir like m6A methyltransferase associated
23360	6.88e-01	4.41e-01	0.2661	0.7701865	0.2049721	1184.99	FNBP4	formin binding protein 4
10526	6.88e-01	4.41e-01	0.2321	0.7702624	0.178805	1168.82	IPO8	importin 8
113218484	6.88e-01	4.41e-01	0.6909	-0.7702622	-0.5321959	15.04	MIR9902-1	microRNA 9902-1
4200	6.88e-01	4.41e-01	0.3129	0.7706755	0.2411614	2246.22	ME2	malic enzyme 2
4330	6.88e-01	4.41e-01	0.3616	0.7706031	0.2786838	14.79	MN1	MN1 proto-oncogene, transcriptional regulator
79663	6.88e-01	4.41e-01	0.3333	0.7698682	0.2565681	1333.84	HSPBAP1	HSPB1 associated protein 1
157680	6.88e-01	4.41e-01	0.4395	0.7697708	0.3383215	1509.04	VPS13B	vacuolar protein sorting 13 homolog B
7566	6.88e-01	4.42e-01	0.2896	-0.7695163	-0.2228798	709.23	ZNF18	zinc finger protein 18
101927886	6.88e-01	4.42e-01	0.4322	-0.7693804	-0.3325074	9.4	RFX5-AS1	RFX5 antisense RNA 1
10542	6.88e-01	4.42e-01	0.3054	-0.7692635	-0.234937	2445.64	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
100129148	6.88e-01	4.42e-01	0.2433	0.7690036	0.187092	76	LOC100129148	uncharacterized LOC100129148
23019	6.88e-01	4.42e-01	0.2896	0.7688966	0.2227086	3844.42	CNOT1	CCR4-NOT transcription complex subunit 1
122830	6.89e-01	4.42e-01	0.254	0.7684918	0.1951998	254.95	NAA30	N-alpha-acetyltransferase 30, NatC catalytic subunit
100996255	6.89e-01	4.42e-01	0.4082	0.7684864	0.3136972	21.12	LINC02256	long intergenic non-protein coding RNA 2256
10667	6.89e-01	4.42e-01	0.3642	-0.7681565	-0.2797399	185.76	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial
10531	6.89e-01	4.42e-01	0.2645	0.7682239	0.2032188	468.89	PITRM1	pitrilysin metallopeptidase 1
26791	6.89e-01	4.42e-01	0.4205	0.7681976	0.3230131	12.03	SNORD58A	small nucleolar RNA, C/D box 58A
1677	6.89e-01	4.42e-01	0.1958	-0.7680898	-0.15042	231.39	DFFB	DNA fragmentation factor subunit beta
29967	6.89e-01	4.42e-01	0.4794	0.7680137	0.3681641	66.58	LRP12	LDL receptor related protein 12
10163	6.89e-01	4.43e-01	0.2224	0.7676748	0.1707351	5539.57	WASF2	WASP family member 2
23409	6.89e-01	4.43e-01	0.482	-0.7676211	-0.3699782	17.82	SIRT4	sirtuin 4
127255	6.89e-01	4.43e-01	0.5924	0.7674879	0.4546371	7.31	LRRIQ3	leucine rich repeats and IQ motif containing 3
386724	6.89e-01	4.43e-01	0.3574	-0.7675171	-0.2742824	32.12	AMIGO3	adhesion molecule with Ig like domain 3
29959	6.89e-01	4.43e-01	0.185	-0.7672872	-0.1419497	3881.96	NRBP1	nuclear receptor binding protein 1
5566	6.89e-01	4.43e-01	0.1706	-0.7673	-0.1308853	3595.44	PRKACA	protein kinase cAMP-activated catalytic subunit alpha
1432	6.89e-01	4.43e-01	0.4698	0.7669924	0.3603441	18602.32	MAPK14	mitogen-activated protein kinase 14
84281	6.89e-01	4.43e-01	0.2768	0.7669072	0.2122968	967.84	C2orf88	chromosome 2 open reading frame 88
56929	6.89e-01	4.43e-01	0.3792	0.7665012	0.2906939	1319.35	FEM1C	fem-1 homolog C
10512	6.89e-01	4.43e-01	0.4401	-0.7666094	-0.3373705	140.23	SEMA3C	semaphorin 3C
1967	6.89e-01	4.43e-01	0.1584	-0.7664783	-0.1213744	876.2	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha
4514	6.89e-01	4.43e-01	0.384	-0.7666221	-0.2943808	95784.5	COX3	cytochrome c oxidase subunit III
389524	6.89e-01	4.44e-01	0.2286	0.7662826	0.175165	245.73	GTF2IRD2B	GTF2I repeat domain containing 2B
338596	6.89e-01	4.43e-01	0.3986	-0.766311	-0.3054659	57.74	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
9522	6.90e-01	4.44e-01	0.3132	0.7661213	0.239963	681.04	SCAMP1	secretory carrier membrane protein 1
64215	6.90e-01	4.44e-01	0.3079	-0.7657461	-0.2357533	647.67	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1
374872	6.90e-01	4.44e-01	0.404	-0.7656713	-0.3093689	533.68	PEAK3	PEAK family member 3
9380	6.90e-01	4.44e-01	0.3436	-0.7655438	-0.2630225	746.95	GRHPR	glyoxylate and hydroxypyruvate reductase
9692	6.90e-01	4.44e-01	0.2017	0.7650288	0.1543337	660.71	PRORP	protein only RNase P catalytic subunit
257397	6.91e-01	4.45e-01	0.3622	0.7645434	0.2768914	1284.75	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
2992	6.91e-01	4.45e-01	0.471	0.7643914	0.3600575	5892.46	GYG1	glycogenin 1
100131755	6.91e-01	4.45e-01	0.267	-0.7643509	-0.2040774	81.9	ARMCX4	armadillo repeat containing X-linked 4
144811	6.91e-01	4.45e-01	0.4257	-0.7640447	-0.3252837	165.47	LACC1	laccase domain containing 1
5880	6.91e-01	4.45e-01	0.2435	-0.763769	-0.1859932	18056.99	RAC2	Rac family small GTPase 2
1384	6.91e-01	4.45e-01	0.2968	-0.7633807	-0.2266052	276.25	CRAT	carnitine O-acetyltransferase
118429	6.91e-01	4.45e-01	0.3277	0.7632549	0.250104	3660.37	ANTXR2	ANTXR cell adhesion molecule 2
100874362	6.91e-01	4.45e-01	0.5182	-0.7632416	-0.395489	26.01	HOXB-AS1	HOXB cluster antisense RNA 1
27315	6.92e-01	4.45e-01	0.2568	-0.7629605	-0.195964	428.45	PGAP2	post-GPI attachment to proteins 2
11072	6.92e-01	4.46e-01	0.3953	-0.7628968	-0.301583	37.7	DUSP14	dual specificity phosphatase 14
157489	6.92e-01	4.46e-01	0.392	-0.7626603	-0.2989291	27.9	SDAD1P1	SDA1 domain containing 1 pseudogene 1
51523	6.92e-01	4.46e-01	0.3913	-0.7624657	-0.2983198	271.23	CXXC5	CXXC finger protein 5
105370088	6.92e-01	4.46e-01	0.3422	0.7625281	0.2609712	39.07	LOC105370088	uncharacterized LOC105370088
314	6.92e-01	4.46e-01	0.297	0.7623674	0.2264315	400.94	AOC2	amine oxidase copper containing 2
4311	6.92e-01	4.46e-01	0.521	0.7621777	0.3971289	13899.47	MME	membrane metalloendopeptidase
100507530	6.92e-01	4.46e-01	0.3645	0.761933	0.277739	23.74	MCPH1-AS1	MCPH1 antisense RNA 1
51253	6.92e-01	4.46e-01	0.3248	-0.761696	-0.2474134	502.49	MRPL37	mitochondrial ribosomal protein L37
107987147	6.92e-01	4.46e-01	0.5494	0.7616002	0.4183869	10.88	LOC107987147	
79913	6.92e-01	4.46e-01	0.2914	-0.7615032	-0.2219306	182.99	ACTR5	actin related protein 5
112268236	6.93e-01	4.47e-01	0.4246	0.7612384	0.3231991	25.73	LOC112268236	
414245	6.93e-01	4.47e-01	0.2901	-0.7607076	-0.2206695	59.03	DNAJC9-AS1	DNAJC9 and MRPS16 antisense RNA 1
143282	6.93e-01	4.47e-01	0.4873	-0.7607758	-0.3706988	19.65	FGFBP3	fibroblast growth factor binding protein 3
84749	6.93e-01	4.47e-01	0.2454	-0.7607707	-0.1867292	207.98	USP30	ubiquitin specific peptidase 30
4130	6.93e-01	4.47e-01	0.4047	0.7607197	0.3078656	228.2	MAP1A	microtubule associated protein 1A
112267872	6.93e-01	4.47e-01	0.2943	-0.760953	-0.2239859	72.68	LOC112267872	
64860	6.93e-01	4.47e-01	0.2264	-0.7607817	-0.1722291	141.03	ARMCX5	armadillo repeat containing X-linked 5
1879	6.93e-01	4.47e-01	0.6396	0.7605842	0.4864748	22.28	EBF1	EBF transcription factor 1
116224	6.93e-01	4.47e-01	0.1585	0.7604251	0.1205457	559.63	PABIR1	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1
27039	6.93e-01	4.47e-01	0.336	0.7601336	0.2553717	131.85	PKD2L2	polycystin 2 like 2, transient receptor potential cation channel
4253	6.93e-01	4.47e-01	0.2346	0.7601981	0.1783718	1780.53	MIA2	MIA SH3 domain ER export factor 2
25917	6.93e-01	4.47e-01	0.1769	0.7600209	0.1344277	341.99	THUMPD3	THUMP domain containing 3
107985323	6.93e-01	4.47e-01	0.7239	0.7599311	0.5500794	9.32	LOC107985323	uncharacterized LOC107985323
26330	6.93e-01	4.47e-01	0.3915	0.7598078	0.2975017	30.68	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
22836	6.93e-01	4.47e-01	0.4345	0.7596739	0.3301086	43.67	RHOBTB3	Rho related BTB domain containing 3
